"id","name","comentario","colombia","bogota","gobierno","cuidar","ano","politico","joven","ciudad","social","via","familia","usd","gracia","seguir","medellin","vida","dejar","policia","salud","cali","evitar","paz","solidaridad","derecho","fuerza","colombiano","garantizar","mujer","comunidad","persona","centro","violencia","nacional","seguridad","apoyar","mil","informar","antioquia","vacuna","publico","proyecto","publicar","duque","recuperar","covid","democracia","pacto","cambio","ciudadano","humano","reforma","pagar","vacunacion","construir","protesta","mundo","millón","punto","entregar","volver","salir","presidente","proteger","democratico","sector","mantener","cambiar","historico","pasar","nino","lograr","hora","cuidado","autoridad","debate","mario","semana","mejorar","entrevista","esperar","atender","permitir","querer","llegar","apoyo","sistema","atencion","juventud","educacion","destruir","pobreza","felicitación","ciudadania","sacar","comprar","economico","justicia","servicio","linea","plan"
11,"Lopez","bogota puesto control verificar verificar registrar registrar registrar moto ciudad control policiabogota ejercito equipo reaccion localidad coordinar coordinar ciudadania frente local seguridad",0,0.12168634839263,0,0,0,0,0,0.175494815256764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219819579407388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251708682045343,0,0,0,0,0,0,0
12,"Uribe","fallecio cartageno drar ejemplar empresario solidaridad querido familia",0,0,0,0,0,0,0,0,0,0,0.544546998792001,0,0,0,0,0,0,0,0,0,0,0,0.650145417551883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Lopez","transmilenio transmilenio estudiar posibilidad bus electrico ruta integrar servicio inter municipal calle mosquera calle estudio har agencia regional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307240166918528,0,0
14,"Petro","instalar comitir pacto historico departamento boyacar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927839130481671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983360180730375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Lopez","concejo bogota secretario salud alejandrogl gracia alejandro dedicacion cuidar cuidar cuidar cuidar cuidar cuidar cuidar bogota personal salud sistema hospitalario salgar pandemia mortal",0,0.232791275185901,0,1.79003555841323,0,0,0,0,0,0,0,0,0.187481706165953,0,0,0,0,0,0.410064044629985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235890462551131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Uribe","comunidad informar secuestrado profesor escuela antioquia vehiculo aire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634273810519663,0,0,0,0,0,0,0,0.710391480976612,0.806587763426379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Uribe","tributaria genero protesta bloqueo mosquera oriente antioquia cartageno responsable politico",0,0,0,0,0,0.433089727001909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645270210741103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575755668893945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Uribe","buenasnoticia control mario nieto invitado participar ley vacuna especial millon vacunar colombia covid",0.266255018285826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400534284077621,0,0,0,0,0,0.386722790206028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496361700570079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Uribe","fallecio dr mariano garcia monteria apoyo solidaridad querido familia",0,0,0,0,0,0,0,0,0,0,0.544546998792001,0,0,0,0,0,0,0,0,0,0,0,0.650145417551883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709386816093435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Uribe","cultura expresion creer minimo unidad nacion respetar poder integrante cultura colombiano politico",0,0,0,0,0,0.360908105834924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416836724866789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Uribe","eduardo escobar cita mentira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Uribe","salud cafe salud dinero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35786825662241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Lopez","alias hurto capturado libertad domiciliario seguir seguir robar carcel mes justicia hacer",0,0,0,0,0,0,0,0,0,0,0,0,0,0.735900594331343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487838722482733,0,0,0
24,"Lopez","querer terminar terminar agradecer agradecer mision diseno politico educativa bogota garantizar garantizar garantizar garantizar educacion pertinente vida nino nina joven prioridad",0,0.127480936411327,0,0,0,0.206233203334242,0.201583665244044,0,0,0,0,0,0,0,0,0.203434755322343,0,0,0,0,0,0,0,0,0,0,1.15200124806736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267621579294739,0,0,0,0,0,0,0,0,0,0,0,0,0.276220257658635,0,0,0,0,0,0.258356220889334,0,0,0,0,0,0,0,0,0,0,0
25,"Lopez","gracia querer querer defender defender defender defender bogota salir amenaza construir construido mejorar danar danar cambiar destruir destruir destruir coraz ciudadano economico solidario colombia bogota region respetar",0.128196860656139,0.198303678862063,0,0,0,0,0,0,0,0,0,0,0.159706638585812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191368430558413,0,0,0,0,0.216482204821844,0,0,0,0,0,0,0.21922296709754,0,0,0,0,0,0.249037189971423,0,0,0,0,0,0,0,0,0,0,0.223236898988087,0,0,0,0,0.429675956357877,0,0,0,0,0,0,0.791394833968745,0,0,0,0,0,0.203239537984137,0,0,0,0
26,"Petro","quedar fuerza elite ejercito escuela denuncie debate senado militar valor democratico integrante",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419376775404686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484851622570506,0,0,0,0,0,0,0,0,0,0,0.540037258157828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Lopez","equipo rescate bomberosbogota colejercito policiacolombiar ayuda comunidad realizar labor busqueda rescate prioridad encontrar encontrar encontrar encontrar encontrar encontrar persona desaparecido sector",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241628118293205,0.226550318520926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249625481974827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Lopez","vivir muestrar cambio bogota imparable distrito creativo movimiento muestrar cambio empezo ciudad seguira forma pacificar",0,0.178473310975857,0,0,0,0,0,0.257392395709921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726113124849329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Uribe","policia mil hombre mujer vida foto muerte companero ataque familia esperar ser humano querer",0,0,0,0,0,0,0,0,0,0,0.311169713595429,0,0,0,0,0.305152132983515,0,0.346395357950878,0,0,0,0,0,0,0,0,0,0.355862305869205,0,0,0,0,0,0,0,0.347695686192134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380104112438056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424152066755805,0,0,0.414330386487953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Petro","proponer pasar pasar pasar bien familiar grado regimen excluido precio tiempo covid crisis quitarle impuesto comida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314212267042398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20226127304632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Lopez","respuesta presidente entrego concepto atender solicitud analizar alcaldiar respeto solicitud senor presidente marco ley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793176825851707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487649830156609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Uribe","comenzar contar mayo pleno pandemia jardin presupuestal contrato ir ejecutar ejecutar ejecutar conservacion mantenimiento infraestructura verde ciudad",0,0,0,0,0,0,0,0.241305370978051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Lopez","convocatoria distrital modalidad febrero modalidad abierto ciudadania aplicar aplicar aplicar aplicar aplicar via noticiascaracol",0,0,0,0,0,0,0,0,0,0.371100290794742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395542214642682,0,0,0,0,0,0,0
34,"Lopez","persona usuario estacion transmilenio gracia voz usuario rapido reaccion policia recuperar elemento",0,0,0,0,0,0,0,0,0,0,0,0,0.359339936818077,0,0,0,0,0.404127917609357,0,0,0,0,0,0,0,0,0,0,0,0.396463057411621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573462117184576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Petro","agenda eeuu sustitucion cultivo hoja cocar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Uribe","bogota vandalo quemar quemar vivo miembro policiacolombiar acto deber fuerza publicar vida tranquilidad",0,0.205930743433681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328625373982247,0,0,0,0,0,0,0,0,0.387117023450479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384001687890498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Lopez","lamento profundamente fallecimiento julio gomez amigo causa vida carlo tanto servicio publico familiar amigo abrazo condolencia favor cuidemono",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237340547876067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259505144343888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307240166918528,0,0
38,"Petro","bogota cuidadora",0,1.33854983231893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Petro","plata salud manejar decado agencia gobierno llama voluntad dueno privado eps clinico farmaceutico red hospitalario",0,0,0.272142615818186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314382434216322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Uribe","terminar terminar leer leer decision sala instruccion mentira magistrado rey caso afectar derecho fundamental voto magistrado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305096587888432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Lopez","pm manifestación operacion suba suspender servicio alimentacion portal suba troncal deja atender atender atender atender estacion ciudad jardin calle suspender rutar aeropuerto",0,0,0,0,0,0,0,0.183851711221372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30039954708429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263348714501596,0,0
42,"Uribe","sentir dolor partida don sergio monteria dedicado trabajador campo apoyo solidaridad senorar hijo nieto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371511667172505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405363894910534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Petro","buscar une gente separar propuesta renovacion esperanza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Lopez","idubogotar idubogota habitatbogota revisar manzana cable sar cristobal centro comercial manzana cuidado alcaldiar gracia",0,0,0,0,0,0,0,0,0,0,0,0,0.30800566012978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364347031044242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365507076830471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Uribe","miedo andre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Petro","mantener mantener mantener mantener privilegio establecimiento cuidar cuidar cuidar cuidar cuidar cuidar cuidar vida poblacion llevar dinero especulacion contratacion obra troncal transmilenio fortalecer salud publicar",0,0,0,1.64683271374017,0,0,0,0,0,0,0,0,0,0,0,0.170885194470768,0,0,0.188629460529793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199680877703059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06546447758055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Lopez","grupo ciclista policia acompanamiento via seguro registro bicicleta compromiso combatir hurto calle carretera",0,0,0,0,0,0,0,0,0,0.399646467009722,0,0,0,0,0,0,0,0.37304115471633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Petro","inseguridad disminuir reducir hambre abrer oportunidad poblacion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Lopez","solicitud juntar local ciudadano hacer cumplir cumplir siguiente compromiso mesa infraestructura idubogotar idubogota dialogo hablar hablar operacion aeropuerto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28705264583762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
